start	end	text
508000	510000	大家来看
511000	513000	他就是第二级火箭
513000	514000	就是这么个关系
514000	515000	大家也知道
515000	516000	但为什么
516000	517000	很多人说
517000	519000	都是他家人是他的后台
519000	520000	为什么还落马了
520000	521000	我原来讲过
521000	522000	就是一向是管杀
522000	523000	不管白
523000	525000	所有的这些权贵们都是
525000	527000	我可以管你提拔
527000	528000	但是除非你利益
528000	529000	完全保命了
529000	530000	他不会那个的
530000	532000	第二个尤其是当纪委
532000	535000	查出你的这个证据之后
535000	537000	然后他们更不愿意说了
537000	538000	因为他帮你说话
538000	540000	他就他怕自己挨骂
540000	542000	你帮一个贪官说话
542000	543000	什么意思
543000	544000	是不是
544000	545000	又不是说那种
545000	547000	你家里帮过你家里
547000	548000	帮过你老习家的
548000	549000	都是这种人
549000	551000	所以是管杀不管白
551000	553000	另外一个还是中纪委这条
553000	554000	他查人
554000	556000	他查人他不会告诉你的
556000	557000	他中纪委利益
557000	559000	除非你在中纪委
559000	560000	正好有自己人在那里
560000	561000	要不然他调查谁
561000	563000	他不会告诉你的
563000	564000	中纪委
564000	565000	这种情况
565000	566000	中纪委调查老爷
566000	567000	调查调查的
567000	568000	每一步他都不会
568000	569000	为你告诉你大姐
569000	570000	不告诉你大姐
570000	572000	他什么时候你知道了
572000	573000	他可能已经报到
573000	574000	报到那个领导身边了
574000	575000	那个时候
575000	576000	想救都来不及了
576000	577000	大家知道
577000	579000	所以你看能掐住
579000	580000	纪委查人的时候
580000	582000	能掐住谁能掐住
582000	583000	王岐山
583000	584000	当中纪委书记的时候
584000	585000	是能掐住的
585000	587000	董宏跟他当大秘的时候
587000	588000	能掐住的
588000	589000	王岐山掉离了
589000	590000	这个中纪委书记
590000	592000	他都不行了
592000	593000	大家知道
593000	594000	这个链条上
594000	595000	你除非能卡住
595000	596000	这个链条上
596000	597000	要么你往后卡
597000	598000	你在习近平身边
598000	599000	报告上来之后
599000	601000	你做点工作什么的
601000	602000	但是很难了
602000	603000	顶多是出了事以后
603000	604000	那可以说一说
604000	605000	这个人还不错
605000	606000	就给男家帮个忙
606000	610000	给他就是清判一下
610000	612000	这些是可以的
612000	614000	大家知道吧
614000	616000	综合来看
616000	618000	这个就是他的仕途
618000	619000	我给大家讲一下
619000	621000	就这个不是一个偶然行为
621000	623000	他也绝不是第一个
623000	625000	这次清查这个谁
625000	628000	清查一练红
628000	630000	他是一个大行动
630000	631000	这个叫中纪委的
631000	634000	清理余毒大行动
634000	635000	在他之前
635000	636000	大家知道有几个省委书记
636000	637000	在他之后
637000	639000	还有几个正部级的干部
639000	640000	什么叫余毒
640000	643000	就是过去遗留下来的毒
643000	644000	就过去
644000	646000	按照过去的标准
646000	647000	我没有处理你
647000	649000	过去我可能也没有时间
649000	650000	处理你
650000	652000	现在我这个标准提高了
652000	654000	而且我有新的政治诉求了
654000	656000	我要把你们这些余毒
656000	658000	历史上犯过错的人
658000	660000	历史上好像过关的人
660000	663000	全部把你们再清理一遍
663000	664000	原来过关的
664000	666000	现在要重新再过一遍
666000	669000	包括像一练红
669000	670000	大家知道
670000	671000	这不是第一次了
671000	673000	去年还是前年就传过一轮
673000	674000	包括像景俊海
674000	676000	上一次侥幸过关的
676000	678000	现在又得重新来一遍
678000	679000	是不是
679000	681000	所以还有一大堆
681000	682000	省部级领导
682000	684000	正部级领导还有一批
684000	686000	要被干掉
686000	689000	然后就我所了解
689000	692000	还有一两个副国级的干部
692000	694000	还有一个正国级干部
694000	695000	正国级干部
695000	697000	不知会触发到什么程度
697000	699000	就是证据已经很迄到
699000	701000	身边的人都已经
701000	703000	都已经被弄得差不多
703000	704000	但这个正国级领导
704000	706000	他本身还是比较清廉的
706000	708000	他个人掺和的事不多
708000	710000	但他家人的掺和的事很多
710000	711000	而且家人这些事
711000	713000	都已经被收集到了
713000	714000	所以就现在不知道
714000	716000	这个怎么来判断
716000	717000	所以后边的事
717000	718000	还很多热闹了
718000	720000	就是我在推特说的
720000	723000	从现在到明年开大会
723000	725000	进入了一个非常热闹的时期
725000	726000	和互相整
726000	727000	互相斗
727000	729000	包括总书记统一安排的
729000	730000	这些大行动
730000	731000	大扫除
731000	732000	清理余毒大行动
732000	734000	会搞出一大批的
734000	736000	所以凡是历史上有点事的
736000	738000	已经被他们搞过一流的
738000	740000	大家有亲戚朋友这样的
740000	742000	就让他们尽快自首
742000	744000	自首还能宽大处理
744000	746000	别侥幸了
749000	752000	最后给大家推荐一本小书
752000	754000	叫二号首长
754000	756000	大家可以没事的时候
756000	757000	当娱乐看一下
757000	759000	二号首长讲的是什么事
759000	762000	讲的就是张春贤
762000	764000	二号首长那个作者
764000	766000	他估计认识湖南官场的人
766000	768000	他当时写的背景
768000	769000	就是我刚才说的
769000	772000	张春贤作为第一改革开放以后
772000	775000	就是一个外来的省委书记
775000	777000	调到湖南以后
777000	780000	跟湖南的当地的这些干部
780000	781000	发生冲突
781000	784000	跟本土派做斗争的故事
784000	786000	那个里边的城市
786000	790000	你都能找到原型
790000	791000	但是他当然作为小书
791000	796000	大家有30%左右就差不多了
796000	799000	你不要那么对的那么准
799000	801000	有30%差不多
801000	803000	但是你可以观察他后面的
803000	805000	就是写作的这个人
805000	806000	做过田野调查的
806000	808000	有人给他透露消息
808000	810000	对观察一些东西还是了解的
810000	811000	所以你可以
811000	813000	把它做一个架空的故事去看
813000	814000	但是不要太较真
814000	815000	不要太较真
815000	817000	毕竟是小说嘛
820000	822000	好了 今天就讲这些
822000	825000	问题我不想回答太多了
825000	827000	因为我连着三天直播了
827000	830000	简单的问题还有几分钟吧
830000	832000	来搞个15分钟 好吧
832000	834000	从56 我现在是10点56
834000	836000	你们是9点56吧
836000	839000	回答个15分钟的问题 好吧
839000	841000	对 2号手掌 侯慧东也可以看
841000	843000	侯慧东
843000	844000	对 2号手掌是可以看
844000	845000	然后刚入行的
845000	847000	或者那种特别清高的
847000	849000	老是觉得自己没法
849000	852000	就是融入这个官场
852000	854000	就是还有那种
854000	856000	刚进入这个体制内工作的
856000	858000	可以看一下舱浪之水
858000	859000	舱浪之水
859000	862000	后来改变成一个电视剧了吧
862000	864000	谢谢Mile
864000	865000	还有那个国画
865000	868000	网约文那个国画也是可以看的
868000	869000	当然你批判的看
869000	871000	中间有很多很幼稚的地方
871000	872000	或者是不符合情况的
872000	874000	你就不要较真了
874000	875000	你要批判的看
875000	876000	你不要全信
876000	878000	你要全信你就傻了吧
879000	881000	网号是彭磊的兄弟
883000	884000	本人信佛谦虚
884000	886000	你总感觉被人看不上看不起
886000	888000	那些吹的忽悠得到重视
888000	889000	需要什么技巧吗
889000	891000	你就看看我刚才说的
891000	892000	舱浪之水
898000	899000	中的女朋友
899000	902000	中的女朋友给了提示了姓周
902000	904000	中的女朋友姓周
904000	906000	大家好多都猜到了
908000	909000	05会进去吧
909000	911000	05不会还不知道
911000	913000	齐公子这个时候
913000	914000	不知道谁提的说法
914000	916000	可能就是几个高干子弟吧
916000	918000	这个说法是外人发明的
921000	923000	齐明儿 齐明儿没戏了
923000	924000	我给大家讲
924000	925000	齐明儿绝对没戏了
925000	927000	今天还有一个
928000	929000	咱们一个会员
929000	931000	赵闷哥给我说这个事
931000	933000	我跟他意见一致
933000	935000	齐明儿已经彻底出百桌了
936000	938000	张永霞 张友雅各斗
938000	939000	我看看
941000	942000	张永霞
942000	943000	张友雅各斗
943000	945000	张友雅各斗
945000	946000	张友雅各斗
946000	947000	张友雅各斗
947000	948000	张友雅各斗
948000	949000	张友雅各斗
949000	950000	张友雅各斗
950000	951000	张友雅各斗
951000	952000	张友雅各斗
952000	953000	张友雅各斗
953000	954000	张友雅各斗
954000	955000	张友雅各斗
955000	956000	张友雅各斗
956000	957000	陆志元有后台
957000	959000	陆志元是栗战书的人
959000	960000	你不知道吗
960000	961000	陆志元 陆志元
961000	962000	陆志元 陆志元
962000	964000	女才商厅长跟老义
964000	965000	不是他的老乡嘛
965000	966000	一个地方连员人
966000	967000	也是他的
967000	969000	也是他给弄上厅长的
971000	972000	曹谷财务自由
972000	974000	是不是尽快辞职公务员
975000	976000	你要没事
976000	977000	你就在那里混着
977000	978000	你要有事
978000	979000	或者什么的
979000	980000	你就尽快辞职
980000	982000	或者找个清闲的地方待着
983000	984000	对 藏浪之水
984000	985000	就是和刚出来的人
985000	987000	扭转你这个心态
992000	994000	朱忠明 朱忠明应该能进步
996000	997000	孟祥峰对家乡人
997000	998000	他很想相请
998000	999000	他最好的小弟
999000	1000000	就是他老乡的
1000000	1002000	就是他一个老乡
1003000	1004000	杜家豪
1004000	1005000	这些外来的人
1005000	1006000	他陷不进去
1006000	1007000	杜家豪这些人
1008000	1009000	他其实湖南那帮人
1009000	1010000	你搞不进去的
1010000	1011000	他不带你玩的
1014000	1015000	施孝霖对钉的小妹
1025000	1026000	这些书啊
1026000	1027000	不是说90年代的
1027000	1028000	或什么经典的书
1028000	1029000	你可以一看再看
1029000	1030000	你可以一看再看
1031000	1032000	沦语都2000年了
1032000	1033000	你现在还是看
1033000	1034000	为什么沦语你现在看
1034000	1036000	每次看还能得到
1037000	1038000	不一样的体验
1038000	1039000	你30岁看沦语
1039000	1040000	40岁看沦语
1040000	1042000	50岁看沦语完全不一样
1042000	1043000	赵乐际就靠着
1043000	1044000	一部沦语进了常委
1044000	1045000	你等着看
1045000	1048000	我写了半部沦语进常委
1048000	1049000	赵乐际主要就是
1049000	1050000	研究沦语的
1050000	1051000	他是沦语专家
1051000	1052000	为什么呢
1052000	1053000	就是沦语
1053000	1054000	为什么到现在还能看
1054000	1057000	因为2000年了人性不变
1057000	1059000	沦语讲的就是人性
1059000	1060000	就讲了怎么处理
1060000	1062000	人和人之间的关系
1062000	1063000	2000年了
1063000	1065000	这个东西没有什么变化
1065000	1067000	中国的官场没有变
1067000	1069000	所以国画这种经典名著
1069000	1070000	你还可以看
1070000	1071000	所以不是说
1071000	1072000	越老的
1072000	1074000	越不值得看了
1075000	1077000	王沪宁要退休了
1077000	1080000	你干结暂时应该没事了
1081000	1083000	包会
1083000	1085000	保护 party 后面一堆
1085000	1087000	打周旁不出事的贯呢
1088000	1090000	看看拍书
1093000	1095000	汤飞完后边去哪
1096000	1098000	汤飞完不知道
1098000	1100000	汤飞完跟中
1100000	1102000	中少军关系挺好的
1105000	1106000	我是
1106000	1108000	我不是主要看油管
1108000	1113000	一文拍錯,這個少嘛,我就攢一攢的看
1113000	1116000	二二是不是撲接了,對二二不行了
1117000	1121000	學習你的分析框架,還有什麼可以提升的書籍啊
1122000	1123000	都看視頻吧
1125000	1129000	鄭國基領導,我不說了,現在證據還沒那麼確做
1129000	1132000	我就是因為是會員,我就先給大家吹嘴峰
1133000	1137000	原家軍是誰的,原家軍我寫過視頻,你看一下唄
1139000	1142000	這裡會員比較吃虧,哪有吃虧的
1142000	1146000	拍說我定期給你發這些文章,為了補償大家就是這個
1146000	1150000	如果你能在油管上支付,你還是去油管知道吧
1150000	1153000	拍說主要就是給大家確實支付不了的
1153000	1157000	又想成為會員的,沒有什麼吃虧不吃虧的
1157000	1159000	我這不是集中給大家再回覆了嗎
1159000	1162000	所以做人不能太計較,太計較啊
1162000	1166000	你就這個容易這個愚昧
1169000	1175000	對你看這個挺好,他以前就挺好
1175000	1177000	就是善於理解人自己也理解
1177000	1180000	孫少晨為什麼被抓了
1180000	1184000	就是孫少晨直接原因應該也是那個曠難
1184000	1186000	當然他後邊的事也不少
1188000	1190000	夏門書記催是人的人
1193000	1197000	夏門是河裏峰的地盤,催是不是他的人我沒有看
1199000	1202000	對二姐相對老是
1202000	1208000	大姐本身就是解了一家的那個大家長
1208000	1210000	二姐本身就聽他的
1210000	1213000	二姐夫本身做生意做的一塌糊塗
1213000	1215000	就是喝酒厲害
1215000	1218000	現在二姐二姐夫身體好
1218000	1221000	大姐夫那個肝什麼的都不行了
1221000	1223000	那個誰肝換完肝
1223000	1225000	大姐大姐夫不知能聽到啥時候
1225000	1228000	是不是到時候不二姐二姐夫牛了嗎
1229000	1231000	張小強的關於是李強嗎
1231000	1233000	張小強是朱季出來的吧
1233000	1235000	朱季幫
1235000	1238000	這家幫分好多分朱季溫州
1238000	1243000	分很多幫不是這家幫不是一個幫知道吧
1243000	1247000	老的那個書記彭家學會下來嗎
1247000	1249000	不瞭解彭家學
1249000	1253000	把政委的視頻打包在一起留著後代學習
1256000	1258000	趙樂際沒問題的
1258000	1261000	趙樂際這種人沒有自己的派系
1261000	1263000	幹啥事都很小心
1267000	1269000	對這個定期我給拍說
1269000	1271000	油管那邊的人現在都要加拍說
1271000	1273000	因為這邊能看文章
1273000	1275000	你怎麼能說
1275000	1277000	盛海雄啊盛海雄現在不好說了
1277000	1279000	他的路被劫斷了
1279000	1281000	他現在你說他怎麼弄
1281000	1284000	他其實最適合如果胡和平不擋他的路
1284000	1287000	他當常副部長下屆能當個部長
1287000	1289000	下屆他只能去省委
1289000	1290000	下邊幹個省委書記
1290000	1292000	但是他直接幹省委書記
1292000	1294000	他一點基層經歷沒有
1294000	1296000	包反講起來比較麻煩
1296000	1299000	直播的時候順勢講講吧
1299000	1303000	朱季溫州寧波對
1303000	1307000	彭家學有可能下暴龍的人
1307000	1309000	湘徽戲湘徽戲沒多少人看
1309000	1311000	你還知道湘徽戲
1311000	1313000	撒若你還可以
1319000	1321000	謝謝弗萊姆
1323000	1325000	咱們這期的其實
1325000	1326000	大家既聽到了這個消息
1326000	1328000	然後又聽到了推理過程
1329000	1330000	三房七下
1330000	1332000	到時候跟你講李嘉誠的時候講一下
1333000	1334000	真想打台灣吧
1334000	1335000	是真想打台灣
1336000	1338000	長沙陳柏璋
1338000	1339000	陳柏璋是市長嗎
1342000	1343000	他不了解
1344000	1347000	張曉雪跟易烈宏有什麼關係
1347000	1350000	中大大學是歸教育部管
1350000	1351000	張曉雪我不熟
1352000	1354000	朱令安為什麼被查出來
1354000	1356000	朱令安的那個書公不是孫
1356000	1358000	政協副主席孫福齡吧
1358000	1360000	政協副主席跟老江都說得上話的
1362000	1364000	某一名會被查嗎
1364000	1365000	比較危險
1365000	1366000	像這種
1366000	1369000	這種就是你上面不是很硬的
1369000	1372000	然後問題有比較多的
1372000	1374000	這種人都比較危險
1374000	1375000	電鍵能見
1375000	1377000	電鍵能見的幾個人
1377000	1378000	事都比較大
1378000	1380000	在建築公司當董事長
1380000	1381000	那都不是一般人
1381000	1382000	我跟你說
1385000	1386000	聯機是誰的人
1386000	1388000	聯機是劉雲山的人
1388000	1390000	王鳳超和包慧
1390000	1392000	算一個案子不
1392000	1395000	他倆應該是牽扯出來的
1395000	1396000	不能算一個
1396000	1397000	他倆不是一個幫的
1399000	1401000	張維是中遠的
1401000	1403000	張維是中遠出來的
1403000	1406000	範博範博是何立峰的人
1406000	1409000	人民生殖公監多大
1409000	1411000	反正生殖是肯定的
1411000	1412000	我很早就講過了
1412000	1413000	葉牛平
1413000	1414000	葉牛平是老馬的人
1414000	1416000	馬欣瑞的人
1416000	1418000	易煉鴻和李鴻軍
1418000	1420000	你說說他倆
1420000	1421000	你說他倆的關係
1421000	1422000	還是幹嘛還說他倆啥
1422000	1425000	易煉鴻他不說完了嗎
1425000	1428000	電鍵王斌
1428000	1431000	劉啟濤進去了吧
1431000	1433000	中組部副部長
1433000	1435000	5號這個我大家講一下
1435000	1436000	5號他是在
1436000	1438000	大家會員裡聽聽就行了
1438000	1439000	5號
1439000	1441000	原來是河南的
1441000	1442000	一個國企的老總
1442000	1445000	當過河南朱建廳的廳長
1445000	1446000	在這個期間
1446000	1449000	就是上海的綠地集團
1449000	1451000	綠地集團到河南發展
1451000	1453000	就是把河南建工
1453000	1454000	5號給改製
1454000	1456000	賣給綠地
1456000	1458000	就給綠地搞得特別好
1458000	1460000	後來綠地就幫他運作
1460000	1461000	找了韓正
1461000	1462000	還找了這個
1462000	1463000	上海這幫人
1463000	1465000	把他運作到沖土部的
1465000	1467000	所以就這麼個邏輯
1467000	1468000	所以綠地的事
1468000	1469000	他們都算了
1469000	1470000	這個大家知道就行了
1470000	1472000	公開直播就不敢講
1472000	1473000	信託好還信託好
1473000	1474000	還都死掉了
1474000	1476000	信託就是大號的P2P
1476000	1477000	郭勇好像算
1477000	1479000	平安落地不一定
1479000	1480000	只能是暫時休息一下
1480000	1482000	中場休息
1482000	1484000	體制內如何找大腿
1484000	1486000	我剛才講的那過程就是
1486000	1489000	一鏈紅抱大腿的過程
1491000	1494000	5號早期靠謝福瞻
1494000	1496000	你這個人生都是這樣
1496000	1497000	你到廳集之前
1497000	1498000	你就是在省裡
1498000	1500000	就是靠省委的這個東西
1500000	1502000	我說的是他後邊
1504000	1506000	中營集團未來誰接受
1506000	1507000	這怎麼廳集幹什麼
1507000	1509000	誰接誰接
1509000	1511000	綠地沒垮
1511000	1513000	綠地已經過了危險的時候
1515000	1517000	內蒙深入反覆
1517000	1519000	是否會到柳影山
1519000	1521000	那你慢慢那得看
1525000	1526000	高希慶
1526000	1527000	高希慶
1527000	1532000	到時候聊一句中文
1532000	1533000	幾乎聊誰的時候
1533000	1534000	聊一聊
1534000	1536000	聊那包出入資本市場的
1536000	1538000	洪正潔和同方的天線
1538000	1539000	大腿是誰
1539000	1541000	同方就是他在
1541000	1543000	他原來跟清華同方就挺好的
1543000	1545000	為什麼叫同方
1546000	1547000	我能解在上面好幾個人
1547000	1550000	他跟這個小解觀也很好
1554000	1556000	證監隱保監系統
1556000	1557000	會聊到
1557000	1559000	有直播聊到那個系統會聊的
1560000	1561000	王浩是誰的人
1561000	1563000	王浩是國舊爺的人
1568000	1570000	丁薛想要削針
1570000	1571000	不得了解
1572000	1574000	我再把拍錯的講一講
1574000	1575000	別拍錯的
1575000	1576000	有一件
1576000	1577000	還有兩分鐘
1580000	1581000	雙手機是不是快不行了
1581000	1582000	切塊好幾年了
1582000	1584000	隨時可能趕掉
1589000	1591000	台灣我的視頻講過綠地
1591000	1594000	綠地講過綠地是韓正家的
1595000	1598000	一連鴻和曹立軍有關係嗎
1598000	1600000	還是你說的這個挺好的
1600000	1602000	曹立軍是不是在他手底下提的
1608000	1610000	雲波書記王承我講過
1610000	1611000	我講過王承
1611000	1612000	你回頭往前翻一翻
1614000	1615000	跪雨天毛主席
1615000	1616000	吹毛的人
1616000	1618000	是不是連大小王都分不清
1618000	1619000	有點
1619000	1621000	麥瑞集團
1622000	1624000	深圳的幾個都
1624000	1626000	麥瑞集團我還真不知道
1626000	1627000	他是後邊誰
1628000	1629000	應該不是特別強
1631000	1633000	老領導的影響力
1633000	1634000	是不是就是維持
1634000	1636000	十年十五年都維持不到
1639000	1640000	老一和大姐
1640000	1641000	不是大姐不是大姐
1641000	1642000	我剛才講了
1643000	1645000	我講完你還沒聽到啥回事
