start	end	text
761400	766400	你比如说雪莲 他就是为了抓住这个学生群体啊 不让学生群体再闹事
767200	773200	所以你看雪莲就是为什么这么重要啊 就是甘肃大家知道
774200	783200	甘肃那个白云嘛 还是那个 就是那个最年轻的80后市委书记 刘凯 他就是学联主席嘛 包括原来的杨月也是学联主席
786000	793200	啊 所以就是所有的机构都这样 为什么做鞋大家觉得 哎呀 做鞋 但是居然是个正不及 不可理喻 因为在打起仗来
794200	795000	搞起政权来
796000	798000	这个做鞋就重要了
800000	807000	所以他的思路都是夺取政权 维护政权 按照这个思路来的 所以所有的机构都是这么来弄的
808000	817000	那幽儿酒运动的价值在哪里呢 第一个呢 就是他给就是中共啊 提供了一大批知识分子作为储备干部
818000	825000	大家知道 在那之前中共的核心的高层大家都知道是哪些人嘛 要么是军校出来打仗的
826000	831000	要么是泥腿的闹革命的 基本上要么是武将 要么是没有文化的
832000	843000	所以你看啊 就是一二九运动之后呢 加上当时后来的这个联合抗日之后呢 就来了大批的年轻的知识分子加入中共
843000	854000	所以给中共提供了大量的基层的这个干部 中层的干部年轻的在就是文化程度非常高的这种干部
855000	862000	这些干部呢 未来成为中共发展状大 占领全国多去城市的一个根基
863000	872000	就是光在一二九运动里 大家知道产生了大概有二十多个开国将军 省部级大概就十几位
873000	882000	我给大家说几个知名的人物啊 姚依林 大家知道吧 政治局常委后来当了王岐山的岳父 还有黄敬
883000	892000	黄敬后来当了天津市委书记吧 他是余政生的父亲 郭敏秋 郭敏秋大家可能名字没说一点 他是林峰啊
892000	898000	就是林峰的太太 林峰是谁啊 就是那个永不消失的电播那个电影里的原型
899000	904000	就两个人围装 两个就是地下党围装夫妻结婚最后结婚了
905000	913000	所以林峰是那个谁啊 刘少奇跟彭真的铁杆 后来也当了全国人大副院长
914000	917000	他的儿子很有名叫林言志 林言志当过清华的党委副书记
918000	927000	林言志特别左大家知道吧 到了90年代 到了2000几年还天天在研究那个就是
928000	932000	无产阶级那一套东西 后来老江实在受不了他了 就说你不要讲话了
933000	939000	所以林言志大概是当最后当到了吉林的守卫副书记 政协主席应该是也是政治局最修的
940000	941000	因为他毕竟是这个二代嘛
942000	948000	这是郭敏秋 还有周晓周 周晓周是老毛的秘书啊 还有谷景升
949000	958000	谷景升大家知道是谁吧 是古开来的父亲 也是开国的将军 还有袁保华
959000	962000	袁保华后来就袁保华大家知道就是朱镕基的最重要的伯乐之一
963000	967000	还有蒋南强 蒋南强当过高教部的部长和清华的党委书记
968000	971000	胡锦涛这些人跑出来就离不开蒋南强
974000	977000	就是当然还有其他很多人了 我就不一列举了
978000	981000	还有一个就是给129运动啊
982000	988000	还有一个就是给共产党这帮高级干部提供了他们的年轻的太太
989000	996000	因为大家知道当时到了他们太太一般都是很多年前的 有的是封建纸带的
997000	999000	结果就是这样来了一批年轻的这个学生
1000000	1004000	所以就是很多人就趁机来这个换了太太
1005000	1009000	也就是找了一堆大学生 改良了基因水平
1012000	1017000	所以129运动的现在在全国啊还是就是非常重视的 大家知道
1018000	1024000	大家可以去就是看一下北京现在这些知名学校 清华北大
1024000	1031000	包括上海的福旦这些知名的学校每年都会举行129大和尚
1032000	1036000	是所在学校的最主要的活动之一 就是为了纪念129
1038000	1044000	这是宋平出身的129 因为宋平跟姚依林呀 我专门说一下姚依林
1045000	1050000	宋平跟姚依林是关系最好的 他俩是同校同系同年龄都是1917年的
1050000	1056000	两个关系非常好 宋林后来成为中组部长就是姚依林给那个陈云推荐了
1057000	1061000	所以两个人是死档 而且两个人比较老 聊得来考虑问题也考虑比较好
1062000	1066000	所以姚依林跟宋平是陈云在80年代手下的亨哈二将
1067000	1072000	一个人管经济就是姚依林 一个人管组织就是宋平
1073000	1078000	这两个领域就是陈云死死的握着发挥自己影响力的两个领域
1078000	1083000	其他的领域其实对陈云都没那么 就是陈云说的话最厉害的就这两个
1084000	1088000	你比如说意识形态80年代 主要是胡桥木跟邓立群
1089000	1094000	陈云其实对那个领域没有那么上心 因为那个权力也没那么大
1095000	1098000	包括像中纪委 80年代中纪委也没那么重要
1099000	1106000	陈云手里面最重要的就是这两个部委 是由一个班级的亲同学来组织的
1108000	1109000	来管理的
1110000	1115000	那姚依林就运动之后呢 宋平就去了那个延安 到了延安马院
1116000	1121000	在延安马院呢 他是一边学习一边工作吧 他是忘了什么科长了
1122000	1127000	他跟这个时候就认识那个马洪了 马洪后来也是他的好朋友
1128000	1131000	后来也成了庆家的 最后两个人绝灭了 因为马洪
1132000	1134000	马洪其实也算陈云的人 但是马洪最后呢
1134000	1139000	其实陈云当时是想让马洪接近宋平 接近宋平担任纪委主任的
1140000	1143000	但是马洪当时说了一句话 计划经济救不了中国
1144000	1150000	就是意思就是不愿意去接这个东西 加上当时呢 赵紫阳啊也都用马洪
1151000	1154000	所以马洪当时呢 就是陈云反正比较失望
1155000	1159000	因为马洪是陈云一手提拔的 而且马洪原来叫牛黄
1160000	1162000	牛黄的名字也是陈云给改的
1163000	1171000	所以就是这个以后呢 就是陈云的宋平的太太吧
1172000	1177000	就对这个儿媳妇儿就更 就是马雅 把红的女儿就更看不上了
1178000	1180000	所以后边就是整天就想着怎么赶她出门
1181000	1184000	后来有一次马雅给家里打电话说 找一下爸
1185000	1188000	那个老太太接了这个电话说 谁是你爸
1188000	1193000	后来这个马雅怎么找到他 找到宋平 找到他老公公的呢
1194000	1199000	就是绕了一大圈 绕了一大圈又通过红鸡 又联系到宋平 还跟宋平说的
1200000	1207000	所以他们俩离婚啊 马雅跟宋金昌吧 他们俩感情情很好 两小无差
1208000	1210000	那两个人比较般配 共同爱好也很多
1211000	1213000	最后他们俩离婚的主要就是因为宋平的老太太
1213000	1218000	这老太太就是特别左 当过清华的党委副书记 叫陈顺瑶
1219000	1220000	老太太特别特别左
1222000	1226000	然后你看看马雅 马雅写的这个马红转啊
1227000	1229000	里面就是对这个老太太其实
1234000	1235000	看不见
1238000	1240000	对 所以就是这个插序一下
1240000	1243000	在这样的在研合马院的 所以他就认识了马红
1244000	1250000	完了之后呢 宋平就会调到南方局加调到南方局工作了
1251000	1253000	基本上就是在
1255000	1258000	到了周终来的身边
1260000	1261000	谢谢AZ啊 谢谢
1265000	1267000	还有MAESTRA thank you 都是老朋友了
1267000	1272640	我今天那个YouTube系统有点那个我看不了多少信息
1279280	1284160	然后呢这段时间呢其实就是抗认战争加上战后的合台时期呢
1284660	1290300	宋平呢就基本上是在这个国统区工作啊就是
1290560	1292860	很长一段时间的大约周围来的秘书
1293360	1296440	周围来呢相当于宋平的第一个政治导师
1296920	1299760	所以对宋平的影响非常大
1301040	1305400	宋平整个的做人的风格呢也基本上是从周围来的学来的
1306160	1307440	比如说小心谨慎
1307960	1312060	比如说呢就是花了很多他花他花费很多
1312560	1315120	经历了处理各种各种复杂的关系
1315640	1316920	然后谁都不得罪
1317440	1321020	所以宋平你看跟周围来一样就是各个派系的人对他
1321280	1322040	都感觉很好
1322800	1324340	在处理关系上的
1324600	1326140	他们这一派都是
1326640	1327160	很厉害的
1327420	1329980	而且在忽悠人上的周围来的尤其厉害
1330240	1333820	他记得张学良说吧他说通常那种人物中国最併服周围来
1334320	1336120	当时呢让我抓奖
1336380	1339200	让我枪毙奖的他说的头头是道把我说服了
1339960	1340720	后来呢
1340980	1345860	这个要放奖他说的他又说的头头是道把我又说服了
1346620	1348320	所以就是大家知道
1348660	1350460	周围来的这个厉害吧
1351220	1355580	当时宋平当时这个宋平在重庆的时候呢
1356200	1359360	有一天大家知道中共有个大特工叫熊向辉吧
1360640	1362200	熊向辉就是
1362440	1364240	就是历史上其实
1364500	1369360	胡宗南他们对熊向辉很好但是熊向辉就是因为跟周围来聊了一晚上
1369620	1371400	所以就一辈子为周围来卖命
1372160	1374480	一直给你看在其实
1374740	1378320	就是国民党对熊向辉可以的但是他一直
1378580	1380120	一直就是
1380360	1385480	坚定不移的跟着中共当然最后这帮搞特工的其实解放后都死
1385800	1388360	都很惨从潘汉年到时候没有重用的基本上
1389640	1391720	就是老毛对这些人基本上都都
1391980	1393000	不是很重视
1393260	1395320	不知道他们有没有后悔啊
1395560	1398640	有一次熊向辉去那个院里去找
1399160	1403000	周围来啊当时就碰到了他的大学同学就是宋平
1403240	1405040	宋平当时正在打牌球
1405800	1406840	就这个
1407080	1409640	我忘了熊向辉在写回录还是
1410160	1411440	还是哪里写的
1411900	1414460	所以这个这期间呢就是
1414720	1416460	宋平呢就是给周围来
1416720	1418820	结下了比较好的这个关系
1419080	1423420	那到了47年之后呢宋平就被调到东北去接受沈阳去了
1423940	1426500	在东北呢他主要是从事工会工作
1426760	1430340	大家知道工会其实就是工人工作嘛其实也是
1430600	1433140	跟经济沾边所以宋平也是懂经济的
1433400	1434940	从这个时候他其实是
1435200	1436220	懂经济的
1436480	1438780	当时这个工会的主要是
1439000	1439760	懂经济的
1440020	1444360	当时这个工会的主要领导包括东北那边的主要领导是谁呢是陈云
1444880	1446160	所以在这里呢
1446420	1449480	在东北时期呢就是47年大概到
1450000	1452040	就是52年这几年吧
1452560	1456400	宋平其实的主要的主要的领导首长的就是
1457680	1464320	就是这个陈云也是他人生的第二个导师大家知道陈云其实后来也是投靠了
1464840	1465600	周围来
1466060	1468880	周围来这个派系在党内是力量是非常大的
1469380	1472980	情报系统啊公安系统啊外交系统啊
1473220	1477340	包括很多军队里的干部其实跟老周的关系都非常强
1478100	1479060	啊就是
1479900	1483460	所以周围来在党内呢虽然他有一直是三把手
1483720	1485260	那个
1485780	1489360	到七几年就到临死前可能有一段时间变成二把手了
1490640	1492420	但是他在党内一直树大根深
1492800	1496000	你就不说他早年一直是老毛的领导
1496260	1497280	就是后期
1498560	1502160	解放后文革发生后周围来这一派的力量也是树大根深
1502920	1504440	毛泽东拿他们也没办法
1504960	1508040	你看那个李正李正自杀的时间大家可以去查一下
1508560	1510080	就是公安部的负责人
1512640	1514960	接到电话之后啊调死在那个
1515720	1517240	调死在一个下水道里
1518520	1521080	调那个他的膝盖啊
1521300	1525380	膝盖是弯的调死在他不是那种高高的调起来是那个
1525640	1526920	腿伸直的他那个
1527180	1527700	地方
1528460	1533060	他那个腿伸不直就是膝盖在地上把自己调死了然后撒了一些安眠药
1534340	1539060	所以周围来处理这个过程中啊就是整个过程是非常诡异的
1539980	1544340	啊就是大家去研究一下最后毛泽东其实也没办法因为李正是老毛的人
1544580	1545620	所以老毛就说
1546380	1547900	这个事就按自杀处理了
1548420	1550740	因为老毛过去对这个情况也比较
1551100	1551800	比较了解了
1552060	1556660	好所以大家可以去查查那个李正的案子因为现在众说分语到现在李正的后代
1556920	1559480	也不知道是谁谋杀了他父亲
1564600	1565100	对
1565360	1566900	所以就是
1567160	1573060	就是老周大家知道周围来这个就是这个就是你懂得周围来
1573560	1575100	才能懂得中国政治
1575360	1578680	你今天也你研究明白周围来的后人宋平
1578940	1579960	才能了解
1580940	1582780	改革开放以后的这个中共政治
1583040	1590460	这都是两个关键人就是你要揭开他们的面目周围来你就是咱们也不是黑塔你揭开他文志明明的面目
1590720	1597120	啊你抛开中共给他塑造的这些良好的形象去看从一个政治人物冷明明的去看看他
1597620	1599920	就看看他跟毛之间的角斗
1600440	1603000	啊包括他临死就是就是
1603260	1607360	快去那个进那个医院做手术前他还我不是叛徒其实这个都是
1607620	1608380	他琢磨了很久的
1608840	1611920	大家就看看那个高文谦先写那个晚年周围来
1612180	1614720	我也是好多年前看的里面好多戏决
1614980	1615500	挺有意思
1618320	1621240	所以到了52年呢就是大家知道52年
1621640	1624720	老毛对刘少奇不满然后对周围来也不满
1624980	1631880	所以就搞了一个纪委这个让让高岗呢就是进北京当这个纪委主任这个纪委呢其实就是总管中国经济
1632140	1633940	他是跟国务院啊进行评级的
1634700	1636760	啊是分了周围来的这个权的
1637220	1642100	所以呢就一大堆当时那个东北人民政府也撤销了一大堆东北局的人呢
1642340	1643380	就调到北京来了
1643880	1652840	啊你你包括马鸿马鸿作为东北局的副秘书长就调到纪委了然后宋平呢宋平主要是跟陈云的他跟马鸿他跟那个
1653100	1657960	高岗倒没什么所以也跟着到了北京当了这个纪委的副主任
1658460	1660260	啊当了纪委的副主任
1660520	1664300	啊这期间呢其实宋平其实他的政治上的还没有完全成熟
1664880	1671720	还是说了很多真话的就比如说去大跃进啊他还是做了一些调研说了一些真话
1672480	1674280	啊被陈云啊他们也批评过
1676320	1677600	到了1960年呢
1678120	1679660	啊就是
1680680	1682720	宋平啊就被调到了
1682980	1684520	西北调到西北局
1684780	1686320	当了西北局的委员
1687600	1692960	然后72年呢就复出担任了甘肃的书记相当于那个时候的第一书记啊
1693420	1696500	啊整个文革期间呢宋平基本没有矮诊
1696740	1697260	大家去看一看
1697780	1702140	啊就是宋平基本上是没有矮诊的主要是两个原因第一个大家知道中文来还是有
1702380	1704700	就是对自己的节感还是有保护能力的
1705200	1709820	啊第二个呢就是因为宋平本人也比较低调然后呢跟
1710320	1713380	我刚才说了跟跟个派系的关系都不做也比较低调没人
1713900	1716460	呃就是不显山不漏水大家也不愿意去
1716720	1718460	呃搞他所以他就在
1718720	1721980	呃就是相当于边缘化了啊我们离开北京了
1722320	1723200	啊到了甘肃
1725000	1727120	然后呢但是呢就是他没有矮诊
1727840	1735400	就是非常也是非常就是幸运的一个人大家有时间啊谁有时间可以把文革中没有矮诊的人大家梳理一下
1736000	1741240	啊这个就是了解老毛了解这个政治的就很多人是从一直延续下来的
1741400	1744680	你看他一直延续下来什么老毛的要么是政治不倒翁
1745320	1749080	比如李先健啊这些人啊就是属于政治大师叶建英
1749580	1753380	啊在文革中一直不不倒我文革后也也非常
1753820	1755780	呃那个这个受欢迎
1756340	1757940	还有一批呢就是专业干部
1758900	1763140	啊就是你比如说石油邦的宇宙里啊康神这帮人
1763740	1767100	啊还有古墓这帮人古墓其实跟算周围来的人吧
1768300	1776020	怎么搞专业干部还有周围来要保了一帮人啊都是因为周围来保的人在文革时候只要过去了后边老邓基本上还要用的
1776600	1782560	啊所以就整个的大家有空可以梳理一下留下来这些人的那个我是没有时间啊梳理这个
1783160	1789120	啊就是从就是完整的穿越了文革到改开放这个周期的啊这个其实是一个挺有意思的
1789760	1793320	呃研究的看看这些人身上分几派然后有什么特质为什么他们
1793840	1798440	能够穿过这个政治周期能够不挨整啊他要么的水平高要么就是
1798920	1799960	呃你包括像苏玉
1800480	1805480	老毛这个人其实他挺有意思所以当时为什么没没挨整好多人说他因为他挨整早了
1805820	1812940	然后远离军队那个实权派了其实呢其实我提出一个想法其实苏玉呢他是老毛留的一个后手
1813860	1820980	啊就是苏玉大家大家都知道苏玉是打仗是最厉害的相当于这个中共的韩信
1821620	1828580	啊在林彪呃就是其实他组后被后期组织大战役以少胜多的他比林彪其实打的还要厉害
1829180	1834700	啊那苏玉为什么就是那第一为什么那么早的整他的因为他给彭德怀
1835160	1840560	给聂荣真的呃这种矛盾呢是了但其实你老毛当时不同意谁敢整他
1840960	1846480	因为他就是当时的韩信所以把他整了但为什么又又把他没把他整倒后来文革时候其实
1847080	1849560	呃苏玉当了国务院那个办事组的那个
1850440	1853120	那个组长和副组长就相当于副总理的待遇
1853600	1858600	他在虽然他本质上的那个官方的职位是军事科学院副院长
1859000	1863000	很多老部下都是苏玉去保的大家去看看苏玉帮了很多人
1863700	1865740	啊很多人骂他假的苏玉帮了很多人
1866300	1870020	啊那为什么留下了苏玉呢其实还有一点毛泽东是给
1870740	1876020	留了一个后手他就怕万一给苏联给他打仗了之后呢啊得下边就有一个大将能打的
1876260	1878580	这是我的其中一个原因啊我猜想
1879100	1884740	就是做政治啊你得多方便去想他不会说一个原因的就这个人被整下张又侠被整下
1885220	1887740	他不会说就就一个原因就把他整下的
1888280	1895920	那除了他你比如说啊腐败然后他的这个高拉小山头背后抱远啊搞这个这个这个就是
1896240	1903520	其实像他说的小爱心嘛但是几个几个因素啊包括这个苏玉这个他也是这种情况
1903520	1909240	所以大家理解一个人为什么上升为什么挨整啊他背后有很复杂的原因他可能有好几条原因
1909640	1914960	最后促成了啊最后促成了最后的结果你比如说老毛放弃高岗
1915660	1920700	你去研究老毛给老给高岗的这个关老毛最在高层最喜欢的就是高岗
1921140	1924100	因为他俩最相似就俩人都是什么都是山带王出身
1924780	1930060	啊都其实本质上都没多少没收过什么西方文化都是其实文化程度一开始都不高
1930540	1936380	山带王出身那种性格两个人你看老毛跟刘少奇其实工作关系跟周来关一更远
1937980	1942860	老毛最喜欢就高岗没事他跟高岗讲怎么搞女人啊怎么这个这个
1943840	1947640	老毛给高岗讲嘛啊说他就是不喜欢这个出女
1949160	1956520	然后高岗说高岗说他就喜欢说那个老毛就什么骂他说你看你这个家伙就是山北老农山北老农民
1960840	1967800	所以就我举个例子就是这个这个他他给他推到高岗最后放弃高岗其实好多原因大家没事可以去看一看
1967800	1974200	说回来咱们讲一下宋平啊啊主题还是宋平啊
1975220	1981100	宋平到了77年到了这个改开放前些他就当了甘肃的第一
1981620	1984700	第一书记啊宋平其实他本人其实一开始
1985980	1991340	还算开明就是就是甘肃是最早开展这个真理标准大讨论的这个省份
1991860	1993900	最早站出来支持邓小平也是他
1994420	1995700	到了81年呢
1996160	2001040	就是把他调到了纪委当了二把手主要是陈云了83年呢
2001540	2007680	就接任了这个国务委员兼纪委主任82到87年他一直是这个纪委一直管纪委
2008200	2009080	到了87年呢
2009480	2014080	他就当了政治局委员兼中的部长就是管组织系统了就是我刚才讲的在
2014600	2015360	主要就是
2015880	2020480	姚依林推荐的啊姚依林跟这个宋平推荐宋平当然了解
2020900	2024540	这宋平的委员之前也对他的印象比较好但是所以就把
2024980	2027340	就把宋平给调过来管组织了
2027860	2030940	到了89年左右就当了常委
2032220	2033620	92年14大的时候呢
2034260	2035140	因为
2037060	2040900	因为这个邓基本上掌握全局了啊基本上陈云的
2041420	2043740	这个话语权已经很小了到了92年
2044180	2045260	所以到14大的时候呢
2046080	2048400	就是基本上退退退修了
2048680	2054360	大家你看就是整个的这个宋平的话语这个权力是跟着陈云的这个
2054720	2057200	权力体系啊是密切相关的
2057760	2061120	就是陈云斗倒年87年斗倒了
2062320	2063120	就是
2064920	2067480	79年80年斗倒了这个
2067840	2071120	化国锋你看把他调到纪委了管纪委管经济了
2071440	2073360	87年斗倒了胡耀邦
2073820	2077140	然后陈云就推荐他当政治局委员监中的部长
2077660	2078540	89年呢
2078780	2081900	大家知道那个又出现了这个六四事件
2082660	2084700	所以陈云呢就把他搞成了常委
2085220	2089100	所以在每一次的这个事件中啊陈云呢其实因为都是
2089540	2093020	他的话语权就变大了一直到了14大
2093540	2096260	所以宋平呢他可以算是2.5代
2096820	2101220	有人说他是二就是他其实也不是二代他是二代里面比较浅的
2101680	2102760	也不是第三代
2103080	2106160	第三代其实因为他干到92年他就退休了
2106440	2108800	所以你说宋平是第几代领导人呢
2109120	2110640	宋平是2.5代领导人
2112920	2114240	然后到了
2114760	2116520	但是宋平退休之后呢
2117320	2123480	中组部的后续两个领导从89年接他的这个吕峰
2124200	2127280	到了94年接替他的是张全女
2128260	2132660	这两个人呢一直也是陈云加宋平派系的
2133180	2135460	所以宋平对中组部的这个影响大家想想
2135980	2139820	张全景一直是到99年才卸任中组部长宗庆红接任的
2140340	2142900	所以宋平自己虽然卸了但卸任了
2143420	2146220	他基本上又影响了后面两个这个中组部长
2146980	2151340	然后即使到宗庆红当中组部长的那三年99年到02年啊
2151860	2153900	那个时候大家知道谁管人事啊
2154360	2156040	因为胡锦涛是储君
2156300	2158200	是政治局常委书记书书记
2158460	2160000	他管书记书记和人事
2161640	2163840	那宋平因为对他的这个影响吗
2164360	2167160	宋平因为对胡锦涛的这个影响的所以对
2167420	2171520	所以他对组织系统是是很大的这个权力的包括曾经宏本人
2172480	2174600	他也是非常尊重这个
2176120	2177160	尊重宋平的
2179440	2180720	大家知道胡锦涛其实
2181100	2182980	其实他在处军的时候
2183240	2185860	他的权力其实是很大的大家知道吧
2187020	2189020	他当政治局常委的时候权力不小的
2189620	2191180	为什么呢因为那个时候啊
2191940	2194860	江泽民其实真正确定权力是2002年
2195620	2196580	从89年到
2197580	2199620	从92年到2002年这个是
2199860	2203060	跟89年到2002年13年期间吧特别是97年之前
2203460	2205100	江泽民其实一直是个小媳妇
2206340	2207140	他在
2207420	2210620	他其实一直微微弄弄的一直其实采取了一种联合和让权力
2211460	2213700	比如说把很多的权力让给了
2213980	2217340	让给了这个谁啊让给了李鹏
2218620	2221620	那胡锦涛在这个期间呢其实因为他有宋平啊
2221940	2225020	包括很多老同志的这个支持啊他其实是
2225260	2228700	他作为处军做一个政治局常委的权力是挺大的在组织人士上
2229220	2233460	啊他其实不是让大家想的他后来的这个微微弄弄的这个感觉
2233820	2235140	大家有空可以去研究一下
2235920	2241280	到了02年到12年这10年呢其实宋平
2241800	2244880	对组织系统的影响仍然很大为什么呢因为这个时候大家知道
2245120	2247440	胡锦涛已经上台当总书记了
2247940	2250760	啊所以特别是在李源潮当政时期加李源潮
2251000	2254840	跟李宁华这一个派系呢宋平当时推荐了很多人的
2255120	2258180	啊就是大家知道我原来讲过的一个
2258440	2259960	一个主要候補委员
2260480	2262520	就是那个三峡的那个
2262780	2264080	一任老总啊
2264540	2266340	啊他当时就是
2266600	2268140	连那个十八大的代表
2268380	2269660	啊都没有当上
2269920	2272980	啊结果就是因为找了宋平宋平就给
2273240	2274220	给打了个电话
2274480	2277860	然后就马上安排在见了胡锦涛见了两个小时然后
2278120	2279900	李源潮马上就去三峡考察
2280420	2282480	啊完了之后他就当选了十八大上的候
2282720	2283480	候補委员
2284000	2285280	啊所以这个就是一个
2285540	2286560	非常真实的一个
2287060	2288860	啊案例就是就是
2289380	2291180	就是他已经包括还有很多了
2291420	2293220	到了晨熙上台之后呢其实
2293420	2295220	呃因为大家过后会讲
2295480	2297780	呃在清华这个序列里啊
2298300	2302900	呃晨熙一直是是对宋平是非常有影响力的其实宋平还是有影响力
2303160	2304940	但那个时候宋平年龄很大了
2305200	2306740	他就很少直接推荐人了
2307260	2308020	啊所以就是
2308280	2311340	但是整个宋平他算是一旦开口说话啊包括习啊
2311600	2312880	晨熙啊还是会
2313140	2313900	会讲他的
2314160	2315960	就是他整个的这个大概在履历
2316460	2319540	那么宋平讲宋平呢大家大家记住就是
2320560	2321080	呃
2322060	2322920	就是要有
2323180	2325380	就记住三个人两个帮
2325900	2326980	什么叫三个人呢
2327700	2328700	呃就是
2330500	2332300	他总共提拔了三个人
2333060	2336900	呃一个就是大家都知道的胡锦涛胡锦涛最主要的这个
2337160	2340740	呃伯乐呢就是早期最主要的伯乐其实就是宋平为什么因为
2341000	2343300	胡锦涛当时已经被下放到甘肃了
2343820	2346500	下放到甘肃之后就是个副署长啊应该是
2347140	2350740	然后呢宋平呃因为为什么因为过后会讲
2350920	2353840	当时宋平有一个那个助手叫
2354120	2357000	党委副书记叫刘冰刘冰原来当过清华的副书记
2357560	2360160	呃刘冰呢给胡锦涛是比较熟悉的
