start	end	text
622840	625560	so after three years, they must have colluded with each other
625560	626920	Lu Xingse's brother is called Lu Ming
626980	632740	he was a businessman under Shikengyuan, and he was a living person in Beijing
632740	634580	so he might have met Lu Ming
634580	638500	and before Lu Xingse left, he got in touch with Lu Xingse
638500	639780	he was the secretary of Guilin
639780	644100	he was the director of Guilin, and also the director of the architecture department
644100	649020	so he got in touch with the secretary of Guilin
649020	650140	but he didn't solve the problem
650140	654020	after two or three years, he got in touch with the director of the artificial intelligence department
654080	656120	so some people said that he was looking for Zhao Leqin
656120	657480	that shouldn't be the case
657480	661840	so the biggest feature of Zhou Jiaming is that his professional interests
661840	666200	are a bit strange
666200	668080	from a society to this
668080	669600	so he must have met a senior person
669600	672360	the politician of the Communist Party
672360	673160	who is this liar?
673160	674200	I haven't asked him yet
674200	676040	you can tell me if you know
676040	678600	the second one is that he is not loyal
678600	679400	what does it mean?
679400	681560	he said that Xi is bad
681580	684380	Xi is like a grandson to him
684380	687580	he used to be a kid
687580	689900	but later on, he scolded Xi
689900	692020	so the situation is also very funny
692020	697420	the people of the Communist Party are all behind the mask
697420	702460	let's talk about Zhou Jiaming
702460	705220	yesterday, there was a person who said that Zhang Chao Chao was a member of the party
705220	707900	he didn't say much about the live broadcast
707900	710620	Zhang Chao Chao is also funny
710680	711800	I just looked at him
711800	714840	I didn't hear about him
714840	718080	at first, he was a doctor at the farm hospital
718080	719240	he stayed for many years
719240	721320	then he stayed at the farm hospital for work
721320	724200	and then he has been
724200	725800	solving the problem for five or six years
725800	727760	the doctor graduated and solved the problem
727760	729480	but he is in his own position
729480	731160	thank you for reading
731160	734160	you are so funny
734160	736160	everyone, please give me a big hand
736160	740540	please help me to improve my family status
740540	745140	otherwise, I would be angry if I didn't open the sea this weekend
749820	751980	Mr. Chengdu was taken away
751980	755100	Mr. Chengdu was a national flag
755100	756900	he was in the warehouse
756900	758420	he had a lot of things
758420	760900	he was a member of the party
760900	762940	you all were waiting for him
763000	768840	Zhang Chao Chao came to Rizhao to be the deputy director of technology
768840	772160	at first, he was the director of technology
772160	774120	then he stayed in Rizhao
774120	777160	then he stayed in Han Yuchun
777160	779720	as the deputy director and director of finance
779720	783160	then he was the director of development in Jiangda
783160	786760	in 2012, he was the deputy director of Jiang Yikang
786760	792280	basically, his relationship with Jiang Yikang and Jiang Yikang
792340	794420	he had a good relationship with Jiang Yikang
794420	797060	then he came to Jiang Yikang
797060	800820	then Zhang Chao Chao came to Rizhao
800820	802500	he was in Huaxing from 2012 to now
802500	803820	he was in Qianji
803820	805340	he was the deputy director of Shandong
805340	807500	and the deputy director of the factory
807500	808620	he was a small province
808620	810620	he was the deputy director of the factory
810620	813180	he was the director of development
813180	816220	he was the director of the factory
816220	819660	then he was the secretary of the family
820160	822200	thank you, Xu Yuli
822200	824000	you are so polite
826000	830320	so he was the deputy director of the family
830320	834880	so Zhang Chao Chao's future shouldn't be so good
834880	836880	he obviously doesn't have anyone
836880	838120	obviously doesn't have anyone
838120	841200	but he has the ability
841200	843880	he is a doctor and he is the head of the system
844880	846640	thank you
846660	847660	let's start
847660	849820	we can't get up without getting up
849820	851860	let's have a talk at the meeting
851860	855100	let's have a talk
855100	859420	today, Jiang Xinhua News Agency
859420	860660	it's very interesting
860660	863220	because the secretary of the provincial committee
863220	866380	I'm a little bored
866380	868060	we will talk about it next week
868060	870060	we will talk about it next week
870060	872740	so Jiang Xinhua News Agency
872740	875340	sometimes I read the news
875400	878600	we know that the senior leaders of the Communist Party
878600	880200	come to watch the news
880200	881800	what does he want to watch?
881800	883400	he doesn't look like us
883400	884800	he wants to go online
884800	887640	he wants to look at the circle of friends
887640	889640	they don't have these institutions
889640	891560	so don't ask questions
891560	894560	I can't see the screen
894560	897880	I'll have a talk with you later
897880	898880	I'll take this horse first
898880	901520	I'll be there later
901520	903200	so let's talk about Jiang Xinhua News Agency
903200	908620	Jiang Xinhua News Agency is an important line in the Chinese Communist Party
908620	912860	we know that the senior leaders of the Communist Party
912860	916420	are mainly doing their job in two ways
916420	919260	except the foreign exchange and the meeting
919260	921380	the main problem is the two ways
921380	926380	one way is to report to the government
926380	929300	for example, the legal system
929300	931700	or the Shandong government
931840	955880	to report it on
955880	960220	there is another way
960220	963220	which is the so-called internal food channels.
963220	967220	The internal food channels are usually reported by the media.
967220	970220	So the importance of internal food is lost.
970220	972220	In the future, I will tell you that the executive secretary
972220	976220	is the one who used the internal food channels.
976220	980220	The internal food channels are one of the important channels
980220	983220	of Xi Jinping.
983220	985220	So in this internal food system,
985220	989220	everyone knows that the most important thing is the internal food in Xinhua City.
989220	993220	Of course, the people's Daily will have the internal food,
993220	995220	and not like the light Daily will have the internal food.
995220	998220	Each system has a system report.
998220	1001220	Each department has a legal system.
1001220	1003220	So the Ministry of Public Security,
1003220	1005220	he was sent to the customs department
1005220	1011220	to write the legal system report every day.
1011220	1014220	Then he will deal with some basic things.
1014220	1017220	Later, Xiao Zheng was taken to Xinjiang by Ma Qingrui.
1018220	1021220	Then the diplomatic system specializes in foreign secretaries
1021220	1023220	to report foreign things.
1023220	1025220	So they read these things every day.
1025220	1026220	They are not like us.
1026220	1028220	They read the public media.
1028220	1030220	The public media is too bright.
1030220	1032220	They don't have any information that is transmitted.
1032220	1034220	And for them, they are sometimes
1034220	1037220	different from the central leadership.
1037220	1039220	The executive secretary has a lot of money.
1039220	1042220	You know, the secretary of Guizhou,
1042220	1044220	his name is Shi Shimenyuan.
1045220	1047220	And Zhao Zhenyong.
1047220	1051220	These people sometimes go to the mountains to get water.
1051220	1052220	This is possible.
1052220	1055220	But the central leadership is basically looking at the internal food.
1055220	1057220	So the internal food in Xinhua City
1057220	1059220	is the most important thing in this system.
1059220	1061220	Including frozen vegetables.
1061220	1063220	Of course, this is also very different.
1063220	1064220	Everyone knows.
1064220	1066220	The coolest thing in Xinhua City
1066220	1068220	is the domestic frozen vegetables delivery.
1068220	1070220	It is called the delivery or the delivery.
1070220	1071220	This is a secret.
1071220	1074220	The only thing that can be seen is the long-term committee.
1074220	1078220	Other things can be seen at the bottom.
1078220	1081220	This is a very serious reaction.
1081220	1083220	And it doesn't report anything.
1083220	1085220	If there is something, it will report.
1085220	1086220	If there is something, it will report.
1086220	1088220	So basically, a lot of long-term committees
1088220	1090220	will criticize these things.
1090220	1093220	The second party is the domestic frozen vegetables delivery.
1093220	1095220	The domestic frozen vegetables delivery is basically
1095220	1097220	a week or three or four or something.
1097220	1101220	This can also be seen at the political committee.
1101220	1103220	Some can be seen at the provincial level
1103220	1105220	or at the relevant level.
1105220	1108220	This also reflects some important events,
1108220	1109220	important activities,
1109220	1112220	or some important suggestions.
1112220	1114220	There are some important suggestions
1114220	1115220	or some important judgments.
1115220	1117220	Basically, every day,
1117220	1118220	or a week,
1118220	1119220	you have to go out for a few days.
1119220	1121220	Basically, you have to go out every day
1121220	1122220	and take a look.
1122220	1124220	These two layers of domestic food
1124220	1126220	are the highest and most powerful.
1126220	1128220	And the hard ones are also very special.
1128220	1129220	They are all single.
1129220	1130220	They are one-to-one.
1130220	1132220	The subordinates will be very experienced
1132220	1134220	because the leaders are very busy.
1134220	1135220	They won't say that.
1135220	1137220	And if the leaders are interested in it,
1137220	1138220	they may let you report on it.
1138220	1140220	Generally, there are 3,000 words.
1140220	1142220	And the words are usually very simple
1142220	1144220	and very simple and clean.
1144220	1146220	In order to let the leaders see,
1146220	1147220	they are all human beings.
1147220	1148220	They all have to solve things,
1148220	1149220	reflect the real situation.
1149220	1151220	So these are the two.
1151220	1152220	At the back,
1152220	1154220	there is also an internal reference under the police car.
1154220	1155220	This is also a secret.
1155220	1156220	Anyway,
1156220	1158220	there are a lot of these things.
1158220	1160220	And there are a lot of these things.
1160220	1161220	Internal reference, international internal food.
1161220	1163220	International internal food is mainly about international economic policy.
1163220	1164220	It is mainly about the economy.
1164220	1166220	These three...
1166220	1168220	After that, these three internal food
1168220	1169220	are about...
1169220	1170220	How many years?
1170220	1171220	How many years?
1171220	1174220	These are all combined into internal food.
1174220	1177220	They can be sent to the private sector.
1177220	1179220	So this is not interesting.
1179220	1181220	Then there is internal food selection.
1181220	1183220	Internal food selection is generally
1183220	1185220	done under the various regulations,
1185220	1186220	including the government regulations.
1186220	1192820	Also you can see the individual
1193220	1195220	領域 are all the same things.
1195220	1197220	dancing is done by the political party.
1197220	1198220	Some are killed.
1198220	1199220	ice is done by the authorities,
1199220	1200220	so it is done in the off situation.
1200220	1202220	This is all mixed up.
1202220	1206220	This is all used by everyone.
1206220	1208220	These are all required,
1208220	1209220	shared information.
1209220	1211220	How are we supposed to act?
1211220	1223220	You are very smart, you are a professor, you are good at making bread, you have problems with the flour you make, and you have problems with the wheat you make.
1223220	1233220	Although you are a very high-end, your brain is very smart, you have a very good logic framework, but your material is fake, so the conclusion you get in the end is wrong.
1233220	1239220	So why do you think you are smart?
1239220	1241220	You can see different voices, thank you.
1241220	1249220	Many leaders are smarter than us, you think your leaders are smarter than you.
1249220	1255220	In fact, maybe because he has more information than you, he is smarter than you.
1255220	1265220	Look at this, this is a key point for his internal refiner.
1265220	1277220	He is one of the three main channels in which the central leadership understands Hafast铭.
1277220	1281220	The second is multiplayer.
1281220	1286220	He often comes here to do something through P1 internal food.
1286220	1289220	To report something, or a complaint, or a suggestion.
1289220	1291220	The leader will write a piece of paper if he is interested.
1291220	1293220	This piece of paper will go on and on.
1293220	1296220	After it goes on and on, it will be reported again.
1296220	1298220	The situation of which leader is falling.
1298220	1299220	It will be reported again.
1299220	1300220	This will ensure the performance.
1300220	1302220	So he is a kind of intellectual.
1302220	1304220	You see, Deng Xiaoping likes to criticize internal food.
1304220	1305220	Deng Xiaoping, for three years,
1305220	1307220	remember to criticize more than 200 internal food.
1307220	1308220	Deng Xiaoping is relatively lazy.
1308220	1309220	He is a lazy person.
1309220	1310220	He doesn't read books, doesn't read newspaper,
1310220	1311220	likes to play cards.
1311220	1313220	But he is very weak.
1313220	1314220	He knows this.
1314220	1315220	So he likes to criticize internal food.
1315220	1317220	And then the Chinese style,
1317220	1318220	they criticize more.
1318220	1321220	Basically, this internal food is quite a top-of-the-line sword.
1321220	1323220	There is another one.
1323220	1326220	You see, from these two,
1326220	1328220	you can see that internal food is related to the local level,
1328220	1330220	the local leadership level.
1330220	1332220	The better you do in the place,
1332220	1334220	if it is equivalent to folding, right?
1334220	1335220	Yes.
1338220	1339220	Business is a bit small, isn't it?
1339220	1341220	Do other friends have this information?
1341220	1342220	If you have the time,
1342220	1343220	please help us.
1343220	1347220	I will give you this live broadcast on the weekend.
1347220	1348220	Thank you.
1348220	1350220	Otherwise, I will have no place in the future.
1350220	1352220	What good things won't come out of the live broadcast?
1352220	1355220	OK.
1355220	1357220	If it is small,
1357220	1360220	you can adjust your own business.
1360220	1362220	So everyone is,
1362220	1364220	whether you do well or not,
1364220	1367220	the key is what the internal food says.
1367220	1370220	Because the public media reported that they couldn't see it.
1370220	1373220	Everyone think about it, right?
1373220	1375220	Because no matter how well you do,
1375220	1377220	then something is reported by the internal food,
1377220	1379220	and then the leadership may think that you did badly.
1379220	1380220	Even this thing,
1380220	1381220	you can get rid of one thing.
1381220	1383220	You can get rid of one internal food.
1383220	1385220	And then you write,
1385220	1387220	although you did very badly,
1387220	1389220	but the internal food packaged you very well.
1389220	1391220	In front of the leadership, you are very bright.
1391220	1393220	So whether you do well or not,
1393220	1394220	Xinhua News Agency's report is very important.
1394220	1396220	Of course, the reporters of Xinhua News Agency are mainly two pieces.
1396220	1398220	Every reporter of Xinhua News Agency has two pieces.
1398220	1399220	One is the internal food,
1399220	1401220	which is quite secretive.
1401220	1404220	The other one is the public report.
1404220	1405220	In Xinhua News Agency,
1405220	1407220	or in some other media,
1407220	1409220	this is quite a public broadcast.
1409220	1414220	This is actually very important to these leaders.
1414220	1416220	At that time, you see,
1416220	1418220	when I was in Wuhan,
1418220	1420220	thank you for your interest.
1420220	1422220	If you have this, I will be more and more.
1422220	1424220	So you must understand me.
1424220	1425220	You must be married.
1425220	1427220	You must understand me.
1427220	1430220	You see, like that,
1430220	1432220	when the new Covid-19 virus just started,
1432220	1433220	at the time,
1433220	1435220	when Hu Beifeng of Xinhua News Agency
1435220	1436220	actually wrote two things.
1436220	1438220	In the public report,
1438220	1440220	he wrote that the virus will not infect people.
1440220	1441220	This thing,
1441220	1442220	the public report,
1442220	1444220	is actually a fake news
1444220	1446220	that is beneficial to the Communist Party.
1446220	1448220	Then the internal food he wrote to the leadership
1448220	1451220	said that the virus is very dangerous.
1451220	1453220	Then,
1453220	1458220	he wrote this thing in the internal food.
1458220	1460220	But at that time, it was a pity.
1460220	1463220	It should be that the Xi Jinping
1463220	1465220	did not respond properly.
1465220	1466220	But at that time,
1466220	1467220	Wuhan also reported that it was going to be closed.
1467220	1468220	It did not close.
1468220	1469220	So in the end,
1469220	1470220	it took a few years
1470220	1472220	to kill those people in Wuhan.
1472220	1474220	Because the big role of closing the city,
1474220	1475220	for example, the committee,
1475220	1477220	the provincial committee could not make a decision.
1477220	1478220	So he must have reported it.
1478220	1480220	He reported it, but why did it not close for a few months?
1480220	1483220	That is because the boss did not make a decision.
1483220	1485220	So everyone is looking at this
1485220	1486220	internal food,
1486220	1487220	the internal food in the area,
1487220	1489220	that is, the system of Xinhua News Agency,
1489220	1491220	including the system of the People's Daily,
1491220	1493220	it is more important than the general media.
1493220	1495220	So in general,
1495220	1497220	people who do not understand the situation
1497220	1498220	will especially focus on the Internet,
1498220	1499220	especially the major media,
1499220	1500220	such as Bo Xi,
1500220	1501220	Wang Yang,
1501220	1504220	he especially focuses on the open local media
1504220	1505220	and the Internet media,
1505220	1507220	creating their own Internet image
1507220	1508220	and the image of the people.
1508220	1509220	These media
1509220	1510220	are helpful to you
1510220	1512220	in the image of the people,
1512220	1513220	to say a few more
1513220	1516220	words that the people like to hear.
1516220	1518220	So your image is very good in the people.
1518220	1521220	But if you do not use Xinhua News Agency,
1521220	1522220	the image you have in the channel
1522220	1523220	is not so good.
1523220	1525220	Before the great leader Xi Jinping
1525220	1526220	went up,
1526220	1528220	he has always been very familiar
1528220	1529220	with the Xinhua News Agency.
1529220	1532220	Let me tell you how he used
1532220	1534220	Xinhua News Agency.
1534220	1536220	When he first arrived in Hebei,
1536220	1538220	when he was in the administration
1538220	1540220	as a secretary of the deputy secretary,
1540220	1542220	he met a senior reporter of the Xinhua News Agency,
1542220	1544220	Zhao Derun.
1544220	1546220	Zhao Derun,
1546220	1548220	he thought of a way to know Zhao Derun.
1548220	1550220	Zhao Derun personally went to
1550220	1552220	the administration to interview him.
1552220	1553220	After that,
1553220	1554220	Xi Jinping personally
1554220	1556220	gave his own car to Zhao Derun.
1556220	1557220	It was just a car.
1557220	1558220	Zhao Derun was very angry.
1558220	1559220	Then he personally
1559220	1561220	went out with Zhao Derun,
1561220	1562220	with him.
1562220	1564220	Zhao Derun graduated from Hebei.
1564220	1567220	He was very close to Zhao Derun.
1567220	1569220	Zhao Derun started to write
1569220	1571220	a lot of articles
1571220	1572220	that he had been writing.
1572220	1573220	He attracted everyone's attention.
1573220	1574220	Of course,
1574220	1575220	at that time,
1575220	1576220	Xi Jinping was doing well.
1576220	1578220	He was a big official,
1578220	1580220	and he was doing a good job.
1580220	1582220	So there were a lot of reports.
1582220	1584220	Zhao Derun wrote a lot of articles.
1584220	1587220	Then other reporters followed him.
1587220	1590220	So he made
1590220	1591220	a lot of articles.
1591220	1592220	Zhao Derun was
1592220	1594220	like this when Xi Jinping
1594220	1595220	got up.
1595220	1597220	Then when he got to Fujian,
1597220	1598220	when he got to Fujian,
1598220	1599220	Xi Jinping met
1599220	1601220	the president of Fujian branch,
1601220	1603220	Xu Yiming.
1603220	1605220	The president of Fujian branch.
1605220	1606220	When he was in Ningde,
1606220	1608220	because he was downstairs.
1608220	1609220	You are a vice-president.
1609220	1611220	You don't have to do these things.
1611220	1613220	If you keep talking about it,
1613220	1615220	please tell me.
1615220	1617220	But when he got to Ningde,
1621220	1623220	there were some short stories.
1623220	1626220	Maybe it was about my network.
1626220	1628220	I will speak slowly.
1628220	1630220	After he got to Ningde,
1630220	1632220	after he got a handful of hands,
1632220	1633220	Xu Yiming
1633220	1635220	personally went to Xinhua
1635220	1637220	to interview him.
1637220	1639220	So he also wrote a lot of
1639220	1641220	articles about Ningde.
1641220	1643220	He reported them on the inside.
1643220	1646220	What's wrong with my network?
1646220	1649220	No one is helping me.
1649220	1651220	Please listen to me.
1651220	1652220	Please listen to me.
1652220	1654220	Maybe it's because of my network.
1654220	1655220	At this time,
1655220	1657220	the Japanese network is not as good as the night.
1665220	1666220	If it's stuck,
1666220	1668220	please move back in.
1668220	1669220	If it's stuck,
1669220	1671220	please move back in.
1671220	1672220	Sometimes it's not stuck,
1672220	1673220	sometimes it's stuck.
1673220	1674220	If it's all stuck,
1674220	1676220	it's my network problem.
1677220	1679220	I will use my own network.
1679220	1681220	I will continue to talk about it.
1681220	1683220	Please listen to me.
1683220	1684220	If you think the network is stuck,
1684220	1685220	please move back in.
1685220	1686220	If it's stuck,
1686220	1688220	please move back in.
1688220	1689220	So Xu Yiming,
1689220	1691220	after he got to Zhejiang,
1691220	1692220	we all know that
1692220	1693220	after Zhejiang,
1693220	1696220	there were two very important people in Zhejiang.
1696220	1697220	One was Zhu Guoxian,
1697220	1699220	the president of Zhejiang branch.
1699220	1701220	The vice president was Sheng Haixiong.
1701220	1702220	Of course,
1702220	1705220	he was Zhu Guoxian.
1706220	1707220	Zhu Guoxian,
1707220	1709220	you can read his comments.
1709220	1710220	Xu Yiming,
1710220	1711220	at that time,
1711220	1713220	allowed them to attend the Standing Committee.
1713220	1714220	At that time,
1714220	1716220	many of the journalists had this feature.
1716220	1717220	Then,
1717220	1719220	they went out to check.
1719220	1720220	The journalists of the New York City
1720220	1721220	were all sitting in the first car,
1721220	1722220	sitting in the same car with him.
1722220	1723220	When he was eating,
1723220	1724220	he often
1724220	1725220	also
1725220	1727220	asked them to eat together.
1727220	1728220	And every year,
1728220	1729220	there were several episodes.
1729220	1731220	The picture was fine, everyone.
1731220	1732220	The picture was fine.
1732220	1733220	The picture was like this.
1733220	1734220	There was nothing to see.
1734220	1735220	It was like this.
1735220	1736220	It was a mockery.
1736220	1739220	I got a little red envelope.
1739220	1740220	Zhu Guoxian
1740220	1741220	was very much cannon fodder to him.
1741220	1742220	So,
1742220	1743220	Xi Jinping
1743220	1744220	had a very good package
1744220	1745220	in the whole country in Zhejiang.
1745220	1746220	Of course,
1746220	1747220	he has a set of
1747220	1749220	it for the people,
1749220	1750220	through Zhejiang Daily and Zhejiang TV.
1750220	1751220	The Zhejiang Daily
1751220	1753220	is helping Chen Mian to manage.
1753220	1754220	The Zhejiang TV
1754220	1756460	is the original
1756460	1757220	office owner of the original
1757220	1758220	plant.
1758220	1759220	And later,
1759220	1760220	it is not good health.
1760220	1761220	Therefore,
1761220	1762220	Xi Jinping
1762220	1763220	specially brought him
1763220	1764220	to the Zhejiang TV
1764220	1766220	来搞这个88战略的宣传
1766220	1769220	主要的就是朱国贤给他做了汉马功劳
1769220	1771220	所以朱国贤后来当了什么呢
1771220	1774220	当了中纪委的宣传部长
1774220	1776220	接着那个陈小江
1776220	1780220	后来又当了浙江的宣传部长
1780220	1783220	后来又调到湖南省委副书记
1783220	1787220	最后是到了吉林的政协主席解决了正部级
1787220	1790220	一个记者大家想想能解决正部级啊
1790220	1792220	在新华社内他其实很普通的一个人
1792220	1794220	他最后解决了正部级
1794220	1796220	这个就非常厉害了
1796220	1798220	大家想想 没事吧 点点赞吧
1798220	1800220	虽然没啥用 你们错错神了 你们闲着
1800220	1802220	然后到了上海之后啊
1802220	1804220	就又遇到了盛海雄
1804220	1806220	这时候盛海雄啊
1806220	1809220	已经担任了新华社上海分社的社长
1809220	1812220	盛海雄呢加上比较年轻的大家知道
1812220	1814220	也比较敢干盛海雄
1814220	1816220	你想想大家盛海雄
1816220	1819220	你看从广州的宣传部长
1819220	1822220	现在广电总局的局长
1822220	1825220	接那个专电台的总台的台长正部级
1825220	1828220	他其实他应该有更多更大的发展前景
1828220	1831220	但是被胡和平把那个录给截断了
1831220	1834220	所以盛海雄下届要么出去当省委书记
1834220	1836220	看看怎么给规划了
1836220	1838220	要不然他接中宣部长是比较好接的
1838220	1842220	盛海雄这个人是非常非常讲究的一个人
1842220	1846220	非常非常这个人非常有魄力干事
1846220	1850220	然后后来他就到中央了
1850220	1854220	你看这几人跟他打过交道的新华社记者
1854220	1856220	后来也都提完了
1856220	1858220	许一鸣是因为年纪比较大了
1858220	1861220	他还没到中央 许一鸣就到退休年纪了
1861220	1865220	然后赵德润是后来当了光明日报的总编辑
1865220	1867220	后来也没上去
1867220	1873220	老习就给他有一次老习去新华社去考察
1873220	1875220	已经上台了当时
1875220	1878220	他就当时给新华社的人说
1878220	1881220	我在新华社有一个朋友
1881220	1885220	当年有一个朋友叫做赵德润
1885220	1887220	当时没有人知道赵德润
1887220	1888220	大家知道吧
1888220	1891220	赵德润当时已经从光明日报副总编辑
1891220	1893220	好像已经快退了
1893220	1894220	后来已经退了
1894220	1896220	赵德润一下子明白天下
1896220	1898220	我跟赵德润比较熟
1898220	1900220	老头发退休了也没啥事
1900220	1902220	他当过河南分社社长
1902220	1905220	然后当了光明日报总编辑
1905220	1907220	那时候老头退休了没啥事
1907220	1909220	我就老带着他去捏角
1909220	1911220	良子足道那些
1911220	1913220	这天捏角然后聊聊天
1913220	1918220	后来就是因为他跟餐食主任非常好
1918220	1920220	加上给老习这个议员
1920220	1922220	就把他弄了一个文史馆的管员
1922220	1923220	赵德润
1923220	1924220	他已经退了之后
1924220	1926220	到中央文史馆当管员
1926220	1928220	相当于延长了他的政治生命
1928220	1931220	一般出去文史馆管员相当于国务院餐饰
1931220	1935220	其实相当于一个副部級的政治上没有待遇
1935220	1938220	但是在外边基本上还是比较好的
1940220	1944220	所以这个老赵现在就是在外面出事
1944220	1947220	就是因为早年报道了习近平
1950220	1952220	所以这个是咱们
1952220	1953220	所以大家就看到了
1953220	1955220	内餐比公众媒体重要
1955220	1957220	所以像薄熙来 汪洋这帮孙子
1957220	1958220	不是这帮孙子
1958220	1961220	就是共产党当官的没有好的
1961220	1962220	古今中外都是
1962220	1964220	就是高级官员
1964220	1966220	刚才口悟
1966220	1971220	就这帮人他们只知道公众媒体重要
1971220	1973220	想在老百姓面前树立媒体
1973220	1975220	他不像老习这么雕
1975220	1978220	他知道媒体的重要
1978220	1980220	知道新华社的重要
1980220	1981220	不仅要打造公众形象
1981220	1983220	还得打造在领导面前的形象
1983220	1985220	他怎么知道的呢
1985220	1987220	不是习近平
1987220	1989220	你看人家当宪委副书记就知道重要
1989220	1991220	他为什么知道这些呢
1991220	1993220	不是因为他有多聪明
1993220	1995220	是因为他老爸
1995220	1997220	是因为他老爸告诉他了
1997220	1998220	就是咱们
1998220	2000220	就我老说 从政你得有带路人
2000220	2002220	就给打游戏的一样
2002220	2003220	你是第一遍打
2003220	2005220	这个游戏你只能打一遍
2005220	2006220	你打完一遍
2006220	2008220	你总结出有点门到了时候
2008220	2009220	你已经没用了
2009220	2010220	你只能传给你儿子了
2010220	2012220	因为游戏没有回头路
2012220	2014220	人家老爸 习近平老爸
2014220	2015220	本身就拿着
2015220	2017220	就给了他一部通关密集
2017220	2020220	习近平就拿着这个通关密集去打的
2020220	2023220	甚至他老爸是参与这个游戏的设计师
2023220	2026220	他知道这个游戏的规则和游戏的bug
2026220	2027220	他就告诉习近平
2027220	2028220	你打游戏的 应该这么打
2028220	2029220	应该这么打
2029220	2032220	你说习近平他能不能这个了
2032220	2034220	你说习近平他有
2034220	2037220	就是他打的比你好
2037220	2039220	他有没有这个规则
2040220	2041220	是不是
2041220	2042220	所以这个就是
2042220	2044220	为什么我说要有引路人
2044220	2047220	要有开窍的这个原因
2047220	2049220	这是我讲的咱们习总书记怎么上来的
2049220	2050220	当然还有其他很多人
2050220	2052220	利用那个内参上来的
2052220	2055220	这是我讲的第二开头的部分
2055220	2057220	另外我简单讲讲各个
2057220	2059220	利润的新华社长
2059220	2060220	这是主题
2060220	2062220	利润的新华社长的这个情况
2062220	2063220	让大家熟悉一下
2063220	2065220	因为新华社长因为比较低调
2065220	2067220	大家看到都是他们的作品
2067220	2069220	但是对这些新华社长到底怎么样
