id,title,url,upload_date,source_primary,source_tabs,live_status,was_live,is_live,availability,members_only
_yqHs4tMv1s,五分钟讲清楚日本政坛框架；高市早苗的四次竞选过程；习近平的神助攻；她压倒性胜选的四大外部因素；高世的四大致命弱点；日本老登政治的终结；日本命运的十字路口；日本经济的最终症结在哪里；日本大选｜安倍晋三,https://www.youtube.com/watch?v=_yqHs4tMv1s,2026-02-09,streams,streams,was_live,True,False,public,False
6aB1J_Kt7-8,中组部长石泰峰为什么没有落马？他如何在江胡习三个家族之间周旋？中共“党校系”是怎样形成的？他是如何成为权力最大的统战部长的？二十一大上他的前途如何？石泰峰｜中组部｜习近平｜二十一大,https://www.youtube.com/watch?v=6aB1J_Kt7-8,2026-02-05,videos,videos,not_live,False,False,public,False
42HigBCS51E,直播精华节录：何卫东为什么会自决？他是如何意外成为军委副主席的？31军和越战帮如何内斗？何卫东究竟犯了多大的罪？他为何会感到冤枉？他有哪些短板和缺陷？张又侠｜苗华｜火箭军腐败案｜习近平,https://www.youtube.com/watch?v=42HigBCS51E,2026-02-05,videos,videos,not_live,False,False,public,False
b64ekVis8ZE,何卫东为什么会自决？他是如何意外成为军委副主席的？31军和越战帮如何内斗？何卫东究竟犯了多大的罪？他为何会感到冤枉？他有哪些短板和缺陷？他用什么手段自决？张又侠｜苗华｜火箭军腐败案｜习近平,https://www.youtube.com/watch?v=b64ekVis8ZE,2026-02-03,streams,streams,was_live,True,False,needs_auth,False
h7fNAHlLPiQ,319政变的真相是什么？薄熙来为何与太子党决裂？习近平为何背叛薄熙来？温家宝如何围剿薄熙来？为什么说没有那一巴掌，薄熙来也会落马？｜薄熙来｜温家宝｜王立军｜文强｜李庄｜习近平｜谷开来｜胡锦涛,https://www.youtube.com/watch?v=h7fNAHlLPiQ,2026-01-30,videos,videos,not_live,False,False,public,False
B7bV6Zol2gk,张又侠落马的内幕；郭万钧、康日新等历史性间谍案对比；核武机密外流逻辑的严谨性；中国金融监管与外交部内部的派系斗争,https://www.youtube.com/watch?v=B7bV6Zol2gk,2026-01-28,streams,streams,was_live,True,False,public,False
EAm6D6zDfSE,【会员直播】 外交部大乱斗,https://www.youtube.com/watch?v=EAm6D6zDfSE,2026-01-27,streams,streams,was_live,True,False,subscriber_only,True
1_CdbR8yi5I,马兴瑞大秘高世文被带走内幕；新任深圳市委书记和市长的背景：陕西赵一德的双重背景；马云和赵一德的桃园三兄弟；宁夏李邑飞的伯乐；原内蒙书记李纪恒到底会不会落马？内蒙古书记王伟中如何切换大腿？,https://www.youtube.com/watch?v=1_CdbR8yi5I,2026-01-27,streams,streams,was_live,True,False,subscriber_only,True
Dcf_ZLAMaRA,习近平大秘书钟绍军跟张又侠的关系；他如何牵扯到新疆马兴瑞案件中；他的女朋友到底是谁：他提拔了哪些官员；他为什么会沦落到如今的地步；习近平会如何处置他；郭文贵的靠山到底是谁。邓小平｜王瑞林｜贾廷安,https://www.youtube.com/watch?v=Dcf_ZLAMaRA,2026-01-25,streams,streams,was_live,True,False,public,False
i12R0amAZYU,张又侠的白手套如何赚千亿；张又侠被抓对台海战争和中共权力格局的影响；习近平如何处置钟绍军；中共军队干部任用的新逻辑；中国经济未来的二元悖论；中国未来各行业发展前景分析；,https://www.youtube.com/watch?v=i12R0amAZYU,2026-01-24,streams,streams,was_live,True,False,public,False
g2Xkh2VMMp8,张又侠被带走了吗？习近平为什么会调查张又侠？哪些事情触动了习近平？张又侠的结局会如何？张又侠｜习近平｜刘振立｜政变,https://www.youtube.com/watch?v=g2Xkh2VMMp8,2026-01-23,videos,videos,not_live,False,False,public,False
f9D6iTuiMXo,“张又侠被抓”背后折射出的海外时政博主窘境；张又侠被抓背后的深层逻辑；张又侠的遗留问题和家族商业；虚假的习张“恐怖平衡”；,https://www.youtube.com/watch?v=f9D6iTuiMXo,2026-01-21,streams,streams,was_live,True,False,public,False
ntUlMBW-ZI8,深度解構中共的“女婿党”，是怎么一步步走向衰落，最后消失在江湖上的？由第二代到第五代的红色女婿权力如何变迁？｜王岐山｜潘岳｜李伯潭 ｜习近平｜傅晓田｜车峰｜冯琦｜,https://www.youtube.com/watch?v=ntUlMBW-ZI8,2026-01-19,videos,videos,not_live,False,False,public,False
gwcZGl7W6S8,五分钟讲清伊朗政治和经济框架；哈梅内伊政权会不会倒台？取决于哪三个因素？中共比哈梅内伊的优势？中共的统治会持续多久？俄乌战争和伊朗局势的关系？如何看待携程被调查？如何看待艾未未回国？,https://www.youtube.com/watch?v=gwcZGl7W6S8,2026-01-16,streams,streams,was_live,True,False,public,False
bSQ9yCnLgr0,政治棋圣聂卫平：他和邓小平胡耀邦习近平的故事；他有多少财富？习近平如何利用他晋升？为什么又不和他联系了？习近平为什么不写青少年和清华时期的回忆录？中共高层的陪玩和白手套；彭帅和张高丽的真实关系；,https://www.youtube.com/watch?v=bSQ9yCnLgr0,2026-01-15,streams,streams,was_live,True,False,subscriber_only,True
2WqXrwFf8hM,习近平家族有哪些白手套？习家如何俘获他们？宝万之争中习家的角色是什么？万科如何进行利益输送？习近平如何破解“温家宝悖论”？邓家贵夫妇如何影响中共官场？哪些官员是他们家的马仔？,https://www.youtube.com/watch?v=2WqXrwFf8hM,2026-01-12,videos,videos,not_live,False,False,public,False
IuO2PwHpYjY,太子集团陈志的靠山到底是谁？中共控制东南亚的手段；陈志和孙力军的渊源；赵薇老公和孙力军的合作；王小洪如何清理孙力军势力；孙力军如何搞掉林锐；陈志和王小洪的关系；中共如何收拾洪森？王小洪对陈志回国的看法,https://www.youtube.com/watch?v=IuO2PwHpYjY,2026-01-08,streams,streams,was_live,True,False,public,False
eTPqMv6anyc,习近平和耿飚家族的真实关系；河北省长王正谱的特殊能力；北京市长殷勇的三个伯乐；天津市长张工的两大贵人；农业部长唐仁健被抓的真正原因；中共政坛的神秘大佬--王勇；王晓和吉林得罪了谁；天津命运的转折点,https://www.youtube.com/watch?v=eTPqMv6anyc,2026-01-07,streams,streams,was_live,True,False,subscriber_only,True
vhcBURJpspc,习近平当年是如何对元老家族进行利益输送的？吴小晖最大的靠山到底是谁？他和陈小鲁到底是什么关系？他如何三场商战得罪了王岐山和其他所有权贵？他和习近平是如何结怨的？习近平｜邓小平｜陈小鲁｜民生｜招商｜安邦,https://www.youtube.com/watch?v=vhcBURJpspc,2026-01-05,videos,videos,not_live,False,False,public,False
pYFflM4sS4w,丁薛祥的中办主任生涯；他如何战胜陈敏尔成为接班人；他如何和陈希蔡奇结盟；他在国安委主任上有哪些成绩；他为何一直站着主席办公室主任的岗位；他的白手套；他和胡怀邦的恩怨情仇；,https://www.youtube.com/watch?v=pYFflM4sS4w,2026-01-04,videos,videos,not_live,False,False,subscriber_only,True
MNqEMBsedZU,影响中国的2025年十大政经事件；针对台湾的心理战已经开打；中组部系统的混乱和统战系统的强化；习近平充实凯恩斯主义；万亿顺差背后的隐忧；国强民弱的现实；,https://www.youtube.com/watch?v=MNqEMBsedZU,2026-01-02,streams,streams,was_live,True,False,public,False
e0wfffamSw0,航天系袁家军会否受到马兴瑞的牵连而落马？袁家军如何打通习近平的渠道以及超越马兴瑞？重庆魔咒的深层原因究竟是什么？袁家军和航天系的最终命运是？｜袁家军｜马兴瑞｜张庆伟｜王勇｜江绵恒｜习近平｜,https://www.youtube.com/watch?v=e0wfffamSw0,2025-12-26,videos,videos,not_live,False,False,public,False
Ooc5AF212dU,湖南谢卫江和彭丽媛的关系；呼市于会文和南京周红波的晋升路径；李鹏借故宫文物的故事；富豪李春平和好莱坞女明星的故事；唐僧老婆陈丽华的发家故事；艺术品的比特币功能；中纪委办案的艺术品估值难题,https://www.youtube.com/watch?v=Ooc5AF212dU,2025-12-23,streams,streams,was_live,True,False,public,False
px7XCjCB78o,孙力军和董卿的故事；他和习近平家族的关系；周永康制造的袁宝璟和孙善武冤案；孟建柱的实际权力有多大；王小洪如何清洗孟建柱势力；陈文清的三个伯乐；周永康如何收服四川；罗干如何搞定老江；曾庆红如何控制政法委,https://www.youtube.com/watch?v=px7XCjCB78o,2025-12-22,streams,streams,was_live,True,False,subscriber_only,True
uSRdgJjXXJU,海南封关的优惠政策分析；洋浦港能否超越新加坡；封关的实际效果；政策的四大遗憾；给外地老百姓和本地老百姓的机会；对股票和房地产的机会分析。海南封关｜刘赐贵｜罗保铭｜洋浦港｜,https://www.youtube.com/watch?v=uSRdgJjXXJU,2025-12-21,streams,streams,was_live,True,False,public,False
j0g-DjxTG4A,真实的李纪恒,https://www.youtube.com/watch?v=j0g-DjxTG4A,2025-12-20,videos,videos,not_live,False,False,subscriber_only,True
_VSNamBo3cw,习远平的儿子和儿媳妇是谁？习远平亲家的特异功能是真的吗？副总理刘国中怎么样攀上习远平？马云怎么样安全落地？科兴疫苗怎么拿下来批文？正大收购平安的内幕｜肖建华｜马云｜谢国民｜习近平｜刘国中｜齐明正,https://www.youtube.com/watch?v=_VSNamBo3cw,2025-12-19,videos,videos,not_live,False,False,public,False
o1tX8_MS7uM,习近平的大秘--钟绍军是如何消失的？他的仕途要如何改写？他犯了哪些错误？他参与了哪些事情？他在习近平上位过程中立下哪些功劳？他是如何搞定胡海峰和江志成的？博裕资本｜曾庆红｜胡锦涛｜江志成｜薄熙来,https://www.youtube.com/watch?v=o1tX8_MS7uM,2025-12-16,videos,videos,not_live,False,False,public,False
iV3zJuuym1c,马兴瑞跟海王星辰的官商故事；马兴瑞在广东的贡献和可能的结局；哈工大校友圈和军工帮；中国大通缩的形成原因和特点：结构型，债务型和体制型通缩；通缩的时间；和日本的异同；年轻人和中产阶级的对策。,https://www.youtube.com/watch?v=iV3zJuuym1c,2025-12-11,streams,streams,was_live,True,False,public,False
zFGtXsan2g8,云南王宁的背景；四川王晓晖如何投靠习近平，他为何不是王沪宁的人；贵州徐麟和孟建柱的关系，与鲁炜的斗争以及孙立军案的影响；青海吴晓军如何攀附的习家；西藏王君正如何实现第二级增长；甘肃胡昌升的两个老板；,https://www.youtube.com/watch?v=zFGtXsan2g8,2025-12-09,streams,streams,was_live,True,False,subscriber_only,True
y7sWws8VRq4,广西海南河南湖北湖南五省省委书记背景介绍。冯飞的贵人和遗憾；陈刚能否进入政治局和他的命门；刘宁的晋升秘诀和进化路径；王忠林和彭丽媛的真实关系；沈晓明跟习近平的渊源。专家型领导的仕途秘诀。,https://www.youtube.com/watch?v=y7sWws8VRq4,2025-12-09,streams,streams,was_live,True,False,subscriber_only,True
ZG7S9ZQChDw,中共现在有没有打下台湾的实力？习近平发动台海战争的时间表是什么？中共攻台的四大难题是什么？美国对台海战争的态度是怎样？｜习近平｜赖清德｜高市早苗｜特朗普｜台海战争,https://www.youtube.com/watch?v=ZG7S9ZQChDw,2025-12-09,videos,videos,not_live,False,False,subscriber_only,True
FNwUiBTtwB0,陈文清的仕途成长轨迹；他仕途的三个贵人是谁；他如何投靠习近平并取得习近平的信任；他如何赢得中美情报大战；他如何战胜王小洪当选政法委书记；他的真实权力如何。杨汝岱｜韩杼滨｜贺国强｜王岐山｜政法委,https://www.youtube.com/watch?v=FNwUiBTtwB0,2025-12-07,videos,videos,not_live,False,False,subscriber_only,True
RxUAgLkqraM,习近平和王岐山决裂的原因究竟是什么？习近平如何分阶段敲打王岐山? 王岐山家族成员的最终下场是什么？王岐山权力的转折点是什么？董宏｜蔡奇｜郭文贵｜任志强｜姚庆,https://www.youtube.com/watch?v=RxUAgLkqraM,2025-12-04,videos,videos,not_live,False,False,public,False
FT1eXN7h7Ig,新任深圳市委书记出炉的背后；马兴瑞落马内幕；马的历任大秘的升迁过程；马兴瑞和刘奇的交换；新疆干部落马的背后原因；彭丽媛不救马兴瑞的原因；陈为俊的派系背景；,https://www.youtube.com/watch?v=FT1eXN7h7Ig,2025-12-01,streams,streams,was_live,True,False,public,False
pdG5vVWSFQ8,成都市长王凤朝落马内幕；王小洪和柬埔寨诈骗头子陈志的关系；马兴瑞的绝境；李希的难处；石泰峰整合中组部；刘国中牵扯西安市委书记案件；围绕深圳市委书记的四方博弈；政治局委员们的烦恼和中共的权力图谱变迁,https://www.youtube.com/watch?v=pdG5vVWSFQ8,2025-11-28,streams,streams,was_live,True,False,public,False
uxXuXiw-I1o,解密世界上最牛的人力资源部；中组部是如何考察官员的；历任中组部长背景介绍；谁是权力最大的中组部长；谁是中共五代领导人的教父；习近平如何利用中组部。乔石｜尉健行｜宋平｜曾庆红｜贺国强｜李源潮｜陈希,https://www.youtube.com/watch?v=uxXuXiw-I1o,2025-11-26,streams,streams,was_live,True,False,subscriber_only,True
jt-jNF37f8o,陆昊是如何36岁就当上北京副市长的？他跟朱镕基之间的误会是什么？他是如何攀附令计划的？他是如何错过成为习近平心腹的机会的？他是如何得罪王岐山的？他为什么突然被边缘化？｜贾庆林｜王岐山｜栗战书｜陈希｜,https://www.youtube.com/watch?v=jt-jNF37f8o,2025-11-24,videos,videos,not_live,False,False,public,False
PK89GyKdG48,中央办公厅的主要部门；温家宝如何历经三朝不倒；曾庆红如何赎买权力；王刚和胡锦涛习近平的关系；令计划的崛起和落幕；栗战书如何血洗中办；丁薛祥如何利用中办爬到常委；蔡奇的权力限制；中办在权力斗争中的作用；,https://www.youtube.com/watch?v=PK89GyKdG48,2025-11-22,streams,streams,was_live,True,False,public,False
xgWLcP1RKnk,习近平和高市早苗开启的中日新冷战；习近平和安倍的十年暗战；中日两国反应的偶然性和必然性；中日博弈的最大赢家；中日是否会开战；中日关系的三个支柱；中日斗争的根本原因；,https://www.youtube.com/watch?v=xgWLcP1RKnk,2025-11-20,streams,streams,was_live,True,False,subscriber_only,True
S_yv2Orz428,新华社是如何成为中共最高层的眼线的；习近平是如何利用新华社进入最高层的；历任新华社社长背景介绍；新华社文化的发展变化；刘云山的伯乐；傅华和习近平的渊源。,https://www.youtube.com/watch?v=S_yv2Orz428,2025-11-19,streams,streams,was_live,True,False,subscriber_only,True
r9GsSw_nOwM,蔡奇是如何收服北京市干部的？他是如何完成习近平的三大任务的？他是怎么样硬怼王岐山打脸李克强的？他是如何和陈希丁薛祥结盟的？他是如何成为雷军的大靠山的？他是如何战胜黄坤明的？二十一大上他的结局会如何？,https://www.youtube.com/watch?v=r9GsSw_nOwM,2025-11-17,videos,videos,not_live,False,False,public,False
DvCswvQwhj0,叶剑英家族成功传承的秘诀；邓家衰落的密码；陈云家族的八卦和希望；江泽民为孙子的政治布局；江绵恒的激流勇退和家庭教育；李鹏家族的内斗和联姻；第四代领导子女集体从政潮；大型政治家族消失的原因。,https://www.youtube.com/watch?v=DvCswvQwhj0,2025-11-15,streams,streams,was_live,True,False,public,False
Dn6T0bf44Sw,【直播】 西安官场风暴的背后；西安市委书记方红卫的贵人和落马；监会主席吴清为什么辞职；吉林省委书记景俊海是否落马？陕西官场两个时代和两次清洗；西安五任书记的升迁路径；西安市官场内部故事,https://www.youtube.com/watch?v=Dn6T0bf44Sw,2025-11-13,streams,streams,was_live,True,False,public,False
AcpkWQVk4WU,李希和刘金国的分歧；温家宝如何利用中纪委成为权力最大的总理；中纪委如何帮助江泽民坐稳总书记；王岐山和习近平的决裂；中纪委内部的权力转移过程；中纪委书记的选择标准；中纪委人员的贪腐故事。,https://www.youtube.com/watch?v=AcpkWQVk4WU,2025-11-11,streams,streams,was_live,True,False,subscriber_only,True
THTmYGlpIAI,苗华和李干杰如何因为一场饭局改变了命运？习近平因为什么抛弃了他们？李干杰做了哪些弥补工作？苗华究竟是哪些罪行？中共为何推出最严禁酒令？｜李干杰｜陈希｜蔡奇｜习近平｜禁酒令｜山东帮｜石泰峰｜锡安教会,https://www.youtube.com/watch?v=THTmYGlpIAI,2025-11-10,videos,videos,not_live,False,False,public,False
VM-yQVQFi4U,江泽民孙子江志成的前生今世；博裕资本的幕后操盘人；他们和马云的隐秘关系；马化腾和马明哲是怎么样进行利益输送的；江志成有多少财富；星巴克中国为什么要卖身；,https://www.youtube.com/watch?v=VM-yQVQFi4U,2025-11-09,streams,streams,was_live,True,False,public,False
MbfrbwzTv5Y,景甜的幕后大哥到底是谁？她与王健林到底是什么关系？王思聪为什么被因她被封口？神秘的路征到底是何方神圣？景甜｜叶选基｜孙红雷｜张澜澜｜路征｜韩三平｜王健林,https://www.youtube.com/watch?v=MbfrbwzTv5Y,2025-11-04,videos,videos,not_live,False,False,public,False
diyjAUB72fs,江苏信长星的背景；浙江王浩如何攀上彭丽媛家族；安徽梁言顺的品牌营销学；福建周祖翼的双层背景；江西尹弘和丁薛祥共同的官场导师是谁；山东林武如何搞定陈希；各省委书记前途预测。二十一大｜习近平｜前途预测,https://www.youtube.com/watch?v=diyjAUB72fs,2025-10-29,streams,streams,was_live,True,False,subscriber_only,True
5e2QttE9dOE,军队的权力结构；习近平维护权力的三大支柱；政变必要的三股力量；张升民的后台到底是谁；习近平为什么不给张升民政治局委员；张又侠的实际权力有多大；如何判断政治权力格局；蔡霞的逻辑错误之处；,https://www.youtube.com/watch?v=5e2QttE9dOE,2025-10-29,streams,streams,was_live,True,False,subscriber_only,True
Cxn2Jxv6pt8,张升民到底是谁的人？他的贵人有哪些？他如何跟习近平建立了信任？他和张又侠关系如何？他如何让刘源吐血？他操刀查办了哪些案件？为什么是他当选了军委副主席？｜习近平｜张升民｜张又侠｜何卫东｜苗华｜刘源,https://www.youtube.com/watch?v=Cxn2Jxv6pt8,2025-10-28,videos,videos,not_live,False,False,public,False
ht2f3-XlkEM,河北倪岳峰的两任老板是谁；山西唐登杰和习近平的缘分；辽宁许昆林如何搞定何立峰；吉林黄强的背景；黑龙江许勤背后的神秘家族；各省省委书记背景介绍,https://www.youtube.com/watch?v=ht2f3-XlkEM,2025-10-26,streams,streams,was_live,True,False,subscriber_only,True
J7pepM1Yg6A,习近平手下的四大权臣；何立峰推荐能力为什么这么强；蔡奇的推荐能力为什么不尽如意；陈希的影响力还有多大；中组部的权力斗争如何推进；李干杰如何逆袭；石泰峰的新思路；丁薛祥的推荐能力为什么下降了。,https://www.youtube.com/watch?v=J7pepM1Yg6A,2025-10-26,streams,streams,was_live,True,False,subscriber_only,True
